20932	22770
49039	18478
44562	16112
30154	56633
3229	22939
16284	5467
31003	53349
44151	43047
27970	34236
33286	12307
9730	32288
36377	5741
45934	21876
19549	44552
15114	39594
32098	57006
48314	21435
2392	34280
41544	31321
18767	26152
20050	25118
49693	38314
24120	48895
54731	44033
9449	25870
33863	39373
8718	22167
52906	29391
28624	35503
52657	6394
28560	14382
25876	26680
24923	26008
6992	48014
36253	32027
35854	19071
39110	6490
42370	32943
5818	24479
25626	48929
22737	43488
30527	51749
17185	23371
32409	24981
53956	47901
17616	20682
58759	23868
8902	36955
15231	51837
55591	27200
58592	32895
36350	82
44940	59929
55511	3622
39957	17853
8203	14449
4480	24934
287	26859
38626	7561
16387	2622
2819	19551
9581	26214
53666	40184
48913	45009
3220	59603
42497	36443
6041	1089
5920	44795
31151	58132
8730	1654
44486	12135
58612	50957
25906	28539
41819	21283
39097	16003
26086	522
15035	18996
12197	27083
25175	28436
30778	40157
32531	5189
42435	44252
126	16039
46054	2367
14193	46432
2335	45456
56077	30649
37151	44645
9604	35279
42038	32049
14179	57692
58115	31607
10450	45188
33889	57338
51963	55913
11523	7037
20497	23508
35312	36596
56984	38092
18391	16688
5161	52384
24416	14217
8	42363
2291	16483
7452	3025
20905	40203
12925	45766
56584	7600
29621	54463
36326	20230
23180	40447
14984	15245
40034	46176
52336	49054
23930	43047
6517	7898
6496	26559
27415	13610
41696	43991
1080	31269
19198	11304
20905	40779
18205	3081
42212	22526
28508	34529
15342	9487
3614	6986
57623	12314
24118	19139
51479	58579
24980	55712
40050	7237
51036	51953
34302	26559
35679	51081
15212	29383
33481	42800
58860	23064
47589	49763
33171	8155
17414	21853
50741	53186
50741	1677
57084	12820
21033	34207
37095	12870
5593	39073
38150	15826
23909	12314
15358	32285
57871	57006
8991	23566
27084	30532
49988	8688
14282	32739
32006	7138
28157	59544
5940	42037
47560	11056
6113	34446
19769	24185
36923	39908
18009	46361
57109	50451
3010	22903
35547	35445
47550	20985
25300	36112
15928	35446
50911	38282
12934	21932
32156	29713
17902	16535
31206	59387
14326	18039
34527	19775
51132	14463
29348	49095
11145	48188
24122	49703
48347	28873
34973	45384
55572	48807
56293	48927
17343	4221
30533	37207
23575	20943
58860	56504
2501	13762
47951	12374
24400	31667
39925	1126
24706	20517
47937	23712
19626	50687
15048	48834
8250	42946
50094	16061
21294	9487
46385	49162
57264	16544
52906	24292
41100	49716
55199	51899
432	45587
23883	52015
13383	36622
45310	26905
17740	6713
9171	58821
21835	27423
59059	17330
47425	261
9261	15842
5263	2705
40372	13708
19512	35328
27900	53668
17208	50746
11778	38092
32822	8337
2126	16752
27737	20387
53439	14088
21330	38026
21687	43117
19769	31019
33827	41876
59203	58304
51239	25541
7039	51423
6172	2863
18391	53596
35936	34702
54731	21441
43772	9711
19612	4687
23988	47444
35191	5096
16008	1290
39381	25870
40944	40387
31056	19249
25755	47023
57143	47444
28343	7118
6992	8087
15212	22088
25300	32701
9467	49504
46809	51231
15732	41788
10087	18110
14607	45185
3748	7535
15595	49095
30834	12870
58193	21254
1981	27401
48873	55291
29753	56183
4304	27625
40980	58418
26880	40947
10474	30791
38718	11108
25778	7822
56065	47626
36198	46907
49832	35401
6910	7523
10834	6209
51036	39095
14359	7744
55143	27200
6666	48194
30992	29949
22920	59376
58872	13529
53406	53981
39500	25513
28679	9109
8099	11576
25082	43789
13552	26394
17533	56655
24702	43393
11132	15870
32822	52926
37839	54781
5922	9787
38179	19661
11296	41412
51580	7798
21207	46466
38994	7271
31869	27574
2215	6164
45255	44848
31621	58505
8203	15053
39142	37152
52907	27947
34115	16583
602	17591
46499	39200
21835	19257
50362	13864
30793	44035
30579	48485
22566	6987
5922	53505
23561	31019
