3937	30623
7261	44604
35648	41039
10771	25044
23409	23508
53041	34122
7460	15605
37942	57956
12994	24839
1396	14930
26417	11311
58330	21346
20682	50847
3937	33740
2983	53596
53802	53873
50765	16798
59065	17024
8226	11354
17864	59244
50376	33317
29947	13945
27325	537
17307	45133
19380	48758
28397	37942
2179	32020
58235	33449
57194	18010
5131	30815
38177	38261
20512	9618
57661	46902
38774	35879
58044	25446
5402	51846
35732	15749
13163	12869
33921	11244
6190	4207
38826	26290
5444	40595
29665	13858
20528	18687
56619	52264
24423	34161
1098	14338
30151	49867
26165	18687
16971	18589
25866	36539
56355	56164
19536	44908
55498	1159
21188	26290
19866	7045
22733	18996
16894	45760
18641	9563
2625	36649
18339	43517
15452	21015
17978	54390
9298	6715
16064	40422
55051	3775
22608	41
2526	6992
38622	23149
33456	78
2402	42786
33921	35292
53835	21989
4121	8856
12183	48736
19980	28060
54516	31097
536	55981
5148	39578
1381	48758
38177	26295
34427	20876
41709	19428
27109	53521
54682	49136
46361	26184
58989	15158
12702	49006
50118	18660
5444	20049
24413	32694
46064	58275
41656	33269
56372	47624
19438	18010
54707	59400
9246	47606
19977	15523
6476	49609
26787	24081
59690	48790
56699	27975
14341	58695
10583	2242
47806	28980
53191	19388
42078	14203
10317	4474
35802	44960
59238	48479
918	55538
44202	42868
11236	24273
31396	20964
57087	34667
57847	40098
17938	38266
53867	50113
10038	48234
28661	1281
2439	3704
17546	59111
43941	56955
15357	2242
49052	42239
3802	40525
16972	28735
35732	47617
12046	55942
50111	53844
1544	43730
35892	14994
820	40234
9123	35292
57328	33273
48434	39304
32446	3379
59798	27796
25473	1910
55294	14151
27210	3697
49568	3451
55710	3994
16064	864
11060	37833
33852	53095
55331	45128
21503	28804
34142	2827
4519	37169
59788	41106
34109	28452
33402	29433
47091	3650
53690	30005
49149	40871
38833	22326
56291	34720
41533	12825
49434	33008
25711	15739
55715	40796
46487	57137
16100	35115
31667	2242
4562	42247
17523	10559
27876	6147
8522	28293
49335	31429
2059	11354
31389	40362
12434	11186
4907	58907
27876	44528
54960	11435
9349	54989
16041	35306
49176	10086
9542	59074
15847	53901
41623	99
9636	30005
26470	28040
40713	29788
18803	12077
25807	26847
748	52732
58171	15835
28126	9712
23391	35054
54553	1330
35519	41000
9205	20690
34737	49813
7679	50606
34804	53541
18581	38021
33608	39739
47924	20937
3411	46481
37784	49700
46556	3320
20356	20822
10709	2823
49513	12891
2983	46208
14947	34288
27108	41977
20308	42426
31158	46690
28397	12559
26553	56709
36965	43762
30063	33163
41112	45000
25135	18120
31673	53998
10291	15296
53458	23807
24196	52002
48960	939
1493	9458
46387	34919
50855	13059
42141	57127
59238	39345
50341	7167
926	14990
40836	2117
53168	44528
51282	20408
26250	12109
9312	39621
41501	47962
34475	25857
9312	9992
59725	14906
41586	57222
25931	10755
43936	44318
32551	20591
9708	45948
50604	23765
24313	20412
41623	49361
8021	45493
42507	15472
20160	14203
49450	28980
23047	42349
37917	40695
16300	44636
29591	46908
48364	56492
20512	38061
30156	18864
42870	31589
34521	56480
20308	31634
59218	35786
21062	31190
4347	6145
45155	25030
21497	47041
18174	16868
12437	55981
51028	14994
49073	26647
27891	23052
47082	11942
11249	3174
3005	25367
15043	5880
40015	25618
7227	48677
43531	33742
59065	9233
24423	20049
6605	18777
39240	20885
17864	19481
57335	15398
26321	52151
55406	56709
55348	45530
27847	18844
5152	54730
39334	45060
59218	27167
26615	28941
10709	48668
45025	29683
27973	10559
6476	11085
57520	11783
36622	33258
16907	1548
2413	23031
12271	46552
831	9722
31656	18120
34401	19211
24058	28052
43411	28855
31907	56977
53515	31560
51026	57230
28457	44625
14139	11597
10583	12923
38922	10734
57839	45046
32201	19339
55982	32726
52140	14747
1866	14354
50150	54154
38774	18280
47444	2137
14139	21593
15750	39345
7873	42561
44504	6147
55927	24258
42954	32418
16770	32686
30236	47561
7794	27975
39225	30222
43197	35940
6369	39135
46713	57448
4000	49581
56454	3046
10917	54989
9842	39578
1220	4422
